com.samsung.shealth.badge,6307003,1
1,2025-07-19 04:00:00.000,,,1,,2025-07-22 23:40:31.466,2025-07-22 23:40:31.466,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-07-20 03:59:59.999,d908bbba-2d66-4cb4-9fae-c3c899706a26,
,2025-07-21 00:00:00.000,,,1,,2025-07-22 23:40:33.389,2025-07-22 23:40:33.389,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-07-21 00:00:00.000,4b33138a-7dc8-466e-b9a7-6fb415aadd32,
,2025-07-26 00:00:00.000,,,1,,2025-07-26 12:55:59.585,2025-07-26 12:55:59.585,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-07-26 00:00:00.000,78b204b1-5779-4809-9dfb-2d0b3a9624a7,
,2025-08-06 00:00:00.000,,,1,,2025-08-06 14:29:07.458,2025-08-06 14:29:07.458,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-08-06 00:00:00.000,f913a3c6-d095-4a21-9438-27b3ea9b7fd9,
,2025-08-07 00:00:00.000,,,1,,2025-08-07 13:22:38.228,2025-08-07 13:22:38.228,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-08-07 00:00:00.000,49d561d5-f09d-4cdd-9b48-ff768e92628b,
,2025-08-09 00:00:00.000,,,1,,2025-08-09 17:22:21.614,2025-08-09 17:22:21.614,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-08-09 00:00:00.000,b4373763-4f54-4231-b7f4-d09b1d224235,
1,2025-08-11 04:00:00.000,,,1,,2025-08-11 17:50:57.228,2025-08-11 17:50:57.228,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-08-12 03:59:59.999,c69a20c0-6c99-4107-bdf8-7fba1b1d6618,
,2025-08-11 00:00:00.000,,,1,,2025-08-11 17:50:57.756,2025-08-11 17:50:57.756,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-08-11 00:00:00.000,8038339b-66b8-40b2-ad63-d0601c66ce60,
1,2025-08-17 04:00:00.000,,,1,,2025-08-17 16:46:06.796,2025-08-17 16:46:06.796,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-08-18 03:59:59.999,1ff5c578-9f60-473d-b1b8-a09c98b0185e,
,2025-08-17 00:00:00.000,,,1,,2025-08-17 16:46:07.178,2025-08-17 16:46:07.178,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-08-17 00:00:00.000,a0d17497-9d04-43cc-9007-bcf25c9aaa3c,
1,2025-08-26 04:00:00.000,,,1,,2025-08-26 13:24:52.570,2025-08-26 13:24:52.570,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-08-27 03:59:59.999,7cca1b24-3b16-4238-b097-275bbf310890,
,2025-08-29 00:00:00.000,,,1,,2025-08-29 11:59:03.552,2025-08-29 11:59:03.552,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-08-29 00:00:00.000,95dfd90d-cd74-44c2-933d-a3f376566622,
1,2025-09-01 04:00:00.000,,,1,,2025-09-01 14:46:48.628,2025-09-01 14:46:48.628,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-09-02 03:59:59.999,b20703f1-afb0-4945-9ec0-70a24b04cfd9,
,2025-09-01 00:00:00.000,,,1,,2025-09-01 14:46:49.229,2025-09-01 14:46:49.229,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-01 00:00:00.000,e4715f89-df69-4b09-901e-1e32dae66d46,
,2025-09-02 00:00:00.000,,,1,,2025-09-02 12:24:00.534,2025-09-02 12:24:00.534,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-02 00:00:00.000,5e677fe6-85e2-481b-b953-6ab56a73db6f,
,2025-09-03 00:00:00.000,,,1,,2025-09-03 12:02:19.524,2025-09-03 12:02:19.524,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-03 00:00:00.000,79812fff-e866-4814-bb30-7ad4c335b639,
,2025-09-05 00:00:00.000,,,1,,2025-09-05 10:45:22.011,2025-09-05 10:45:22.011,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-05 00:00:00.000,f84c6041-cb37-43e2-9353-a42b071dfbbe,
,2025-09-09 00:00:00.000,,,1,,2025-09-09 12:01:31.993,2025-09-09 12:01:31.993,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-09 00:00:00.000,8c07f516-b53b-4a2d-b222-abd32c26018d,
1,2025-09-11 04:00:00.000,,,1,,2025-09-11 14:42:33.905,2025-09-11 14:42:33.905,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-09-12 03:59:59.999,8500a324-2db6-444a-83c0-9c9c3b3c49b1,
1,2025-09-13 04:00:00.000,,,1,,2025-09-13 15:13:20.193,2025-09-13 15:13:20.193,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-09-14 03:59:59.999,eaa3f69a-13fb-4450-80d0-aa2f7a9dbc14,
,2025-09-16 00:00:00.000,,,1,,2025-09-16 12:56:13.675,2025-09-16 12:56:13.675,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-16 00:00:00.000,96177394-d0aa-42f1-a1d3-2bfa54dc093e,
,2025-09-18 00:00:00.000,,,1,,2025-09-18 13:12:14.002,2025-09-18 13:12:14.002,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-18 00:00:00.000,721efe2b-ec88-4ef0-a4e1-c78f26f269f4,
,2025-09-21 00:00:00.000,,,1,,2025-09-21 10:29:52.468,2025-09-21 10:29:52.468,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-21 00:00:00.000,2ebd667f-f8d4-42a7-8c7b-8659b78ac300,
188,2025-09-25 04:54:22.727,1002,,2,,2025-09-25 04:54:28.745,2025-09-25 04:54:28.745,,running_100K_accumulated,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,d8a8bafd-ad7c-4668-be97-43566c67e4ac,tracker.exercise,2025-09-25 04:54:28.727,f2f7d7fd-eef5-47dd-9743-e0ce756b1d35,
,2025-09-28 00:00:00.000,,,1,,2025-09-28 11:15:13.637,2025-09-28 11:15:13.637,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-28 00:00:00.000,e92f5d1e-3d2f-44d6-a091-87150f00cb55,
1,2025-09-30 04:00:00.000,,,1,,2025-09-30 12:06:36.260,2025-09-30 12:06:36.260,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-01 03:59:59.999,0c2ff401-1ac9-4163-9379-0f72293422e9,
,2025-09-30 00:00:00.000,,,1,,2025-09-30 12:06:36.805,2025-09-30 12:06:36.805,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-09-30 00:00:00.000,88c66d22-a9de-4d37-ac25-048665759b7e,
1,2025-10-04 04:00:00.000,,,1,,2025-10-04 13:59:48.795,2025-10-04 13:59:48.795,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-05 03:59:59.999,1de9e727-b684-41f8-b63e-6d7648bd0cc0,
,2025-10-04 00:00:00.000,,,1,,2025-10-04 13:59:49.392,2025-10-04 13:59:49.392,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-10-04 00:00:00.000,28d95945-544f-41cc-87c5-0f6e9014a6db,
1,2025-10-05 04:00:00.000,,,1,,2025-10-06 03:50:33.100,2025-10-06 03:50:33.100,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-06 03:59:59.999,e0a37eaf-f60b-4195-ab60-2c149fb5e35c,
,2025-10-05 00:00:00.000,,,1,,2025-10-06 03:50:33.616,2025-10-06 03:50:33.616,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-10-05 00:00:00.000,b6b5ba5a-82ba-4dcb-b176-b1d9539def23,
,2025-10-07 00:00:00.000,,,1,,2025-10-07 10:34:37.185,2025-10-07 10:34:37.185,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-10-07 00:00:00.000,383a65f9-817a-4ca1-8549-5d4936bb5e94,
1,2025-10-07 04:00:00.000,,,1,,2025-10-07 12:49:43.043,2025-10-07 12:49:43.043,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-08 03:59:59.999,f140360c-d542-42d7-b0aa-756dd83d3843,
,2025-10-09 00:00:00.000,,,1,,2025-10-09 13:26:33.908,2025-10-09 13:26:33.908,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-10-09 00:00:00.000,b2f9547e-ae01-41db-a364-a8d2bc57abfc,
1,2025-10-11 04:00:00.000,,,1,,2025-10-11 14:02:42.100,2025-10-11 14:02:42.100,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-12 03:59:59.999,3273c509-2777-4720-966a-5bae5b7736b0,
1,2025-10-12 04:00:00.000,,,1,,2025-10-12 13:26:42.731,2025-10-12 13:26:42.731,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-13 03:59:59.999,8ad330ba-c116-44e3-a61f-925faefa60d4,
1,2025-10-16 04:00:00.000,,,1,,2025-10-16 16:18:02.882,2025-10-16 16:18:02.882,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-17 03:59:59.999,29b3dd2b-aa40-43c1-8ebf-982cf3ced66e,
1,2025-10-19 04:00:00.000,,,1,,2025-10-19 15:32:56.048,2025-10-19 15:32:56.048,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-20 03:59:59.999,81df4b08-fef1-4b55-a9fb-1434fabac4b6,
,2025-10-19 00:00:00.000,,,1,,2025-10-19 15:32:57.066,2025-10-19 15:32:57.066,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-10-19 00:00:00.000,b3306966-d7f5-4abc-a4c2-e894da0e46bf,
1,2025-10-22 04:00:00.000,,,1,,2025-10-22 12:26:45.376,2025-10-22 12:26:45.376,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-23 03:59:59.999,46bd859e-aa43-459e-8abf-9b83a87e8923,
1,2025-10-26 04:00:00.000,,,1,,2025-10-26 15:54:23.093,2025-10-26 15:54:23.093,,sleep_excellent_sleep,,,UTC-0400,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-10-27 03:59:59.999,80a251c1-39d7-4803-9133-245978ab10bd,
,2025-10-27 00:00:00.000,,,1,,2025-10-27 10:50:50.811,2025-10-27 10:50:50.811,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-10-27 00:00:00.000,d892ac26-29a7-4006-b544-c716ffb22e73,
1,2025-11-02 04:00:00.000,,,1,,2025-11-02 15:19:32.669,2025-11-02 15:19:32.669,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-11-03 04:59:59.999,4f89bfb5-0334-4752-b313-492d0a105a89,
1,2025-11-08 05:00:00.000,,,1,,2025-11-08 14:15:02.526,2025-11-08 14:15:02.526,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-11-09 04:59:59.999,fd9f5909-09ac-4b44-93ea-1b8c0da81f19,
,2025-11-08 00:00:00.000,,,1,,2025-11-08 14:15:03.239,2025-11-08 14:15:03.239,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-11-08 00:00:00.000,6c61457e-778e-4c87-8feb-1d1db20626e3,
1,2025-11-10 05:00:00.000,,,1,,2025-11-10 12:39:07.412,2025-11-10 12:39:07.412,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-11-11 04:59:59.999,d9ef1207-3050-4936-9dd2-82825c3ccfe6,
1,2025-11-15 05:00:00.000,,,1,,2025-11-15 14:08:18.515,2025-11-15 14:08:18.515,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-11-16 04:59:59.999,acb2c70d-5a61-42f1-9957-4f06d7b2060d,
,2025-11-15 00:00:00.000,,,1,,2025-11-15 14:08:19.790,2025-11-15 14:08:19.790,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-11-15 00:00:00.000,2c28877b-71c2-4afb-99cc-4536337ba029,
,2025-11-19 00:00:00.000,,,1,,2025-11-19 13:25:33.856,2025-11-19 13:25:33.856,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-11-19 00:00:00.000,18214087-8fb9-434e-9daf-70bf09390c8d,
,2025-11-21 00:00:00.000,,,1,,2025-11-21 14:05:05.854,2025-11-21 14:05:05.854,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-11-21 00:00:00.000,8fe9f075-4a47-4023-b8fe-d4e1394c75ee,
,2025-11-22 00:00:00.000,,,1,,2025-11-22 15:38:38.720,2025-11-22 15:38:38.720,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-11-22 00:00:00.000,1931a0bd-edf5-49ce-bbde-483c593dce18,
,2025-12-06 00:00:00.000,,,1,,2025-12-06 15:56:13.662,2025-12-06 15:56:13.662,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-12-06 00:00:00.000,70aa3777-e591-4471-9519-356ad2763cbf,
,2025-12-07 00:00:00.000,,,1,,2025-12-07 14:55:07.754,2025-12-07 14:55:07.754,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-12-07 00:00:00.000,e37f9983-2bb8-49a9-81eb-23671835f0cf,
,2025-12-08 00:00:00.000,,,1,,2025-12-08 13:40:53.593,2025-12-08 13:40:53.593,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-12-08 00:00:00.000,4280e0f9-6251-453e-9729-6c29409dda32,
1,2025-12-11 05:00:00.000,,,1,,2025-12-11 17:12:11.212,2025-12-11 17:12:11.212,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2025-12-12 04:59:59.999,ad8e633c-ab0f-48d4-a9e5-2b442a529376,
,2025-12-17 00:00:00.000,,,1,,2025-12-17 17:15:41.319,2025-12-17 17:15:41.319,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2025-12-17 00:00:00.000,dce8ce1c-a8da-475a-9661-7b7b0a334a49,
,2026-01-02 00:00:00.000,,,1,,2026-01-02 13:12:44.178,2026-01-02 13:12:44.178,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2026-01-02 00:00:00.000,cbd15565-0046-4e28-9791-c797443f956f,
1,2026-01-13 05:00:00.000,,,1,,2026-01-13 14:51:09.610,2026-01-13 14:51:09.610,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2026-01-14 04:59:59.999,dc4d1079-0633-420a-860f-f139ca76829a,
1,2026-01-26 05:00:00.000,,,1,,2026-01-26 15:49:13.112,2026-01-26 15:49:13.112,,sleep_excellent_sleep,,,UTC-0500,,OOh3/TRIp1,com.sec.android.app.shealth,,Sleep.Goal,2026-01-27 04:59:59.999,8dad875e-7dfc-443f-a376-cd0d4b177f93,
,2026-01-27 00:00:00.000,,,1,,2026-01-27 16:00:13.765,2026-01-27 16:00:13.765,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2026-01-27 00:00:00.000,640cd55d-b2ed-4491-9a6e-22eb29bc857d,
0,2026-02-01 00:00:00.000,,,0,,2026-02-18 12:16:16.129,2026-02-01 05:00:00.835,,daily_activity_month_streak_feb,,,UTC+0000,{"a":false},OOh3/TRIp1,com.sec.android.app.shealth,,tracker.daily_activity,2026-02-18 00:00:00.000,f831005c-8dc6-4395-b85f-58cf246faa52,
,2026-02-05 00:00:00.000,,,1,,2026-02-05 13:51:53.930,2026-02-05 13:51:53.930,,vitality_excellent,,,UTC+0000,,OOh3/TRIp1,com.sec.android.app.shealth,,tracker.vitality,2026-02-05 00:00:00.000,75595015-fed0-46cb-b71b-08294d6bb0dc,
