com.samsung.shealth.cycle.daily_temperature.raw,6307003,2
2024-05-19 02:46:00.000,,de8ef1fb-858f-4b16-84cd-8dd8a3b89060.hr_rri.json,2024-05-19 10:27:02.470,2024-05-19 10:27:02.470,de8ef1fb-858f-4b16-84cd-8dd8a3b89060.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-19 10:01:00.000,de8ef1fb-858f-4b16-84cd-8dd8a3b89060,
2024-05-19 11:07:00.000,,4e2017f0-91e8-41e3-b326-17ccfa980ffa.hr_rri.json,2024-05-19 12:38:46.156,2024-05-19 12:38:46.156,4e2017f0-91e8-41e3-b326-17ccfa980ffa.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-19 12:30:00.000,4e2017f0-91e8-41e3-b326-17ccfa980ffa,
2024-05-20 03:16:00.000,,041de7c9-a847-4815-9423-b1390fbbcbbc.hr_rri.json,2024-05-20 10:40:43.753,2024-05-20 10:40:43.753,041de7c9-a847-4815-9423-b1390fbbcbbc.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-20 10:27:00.000,041de7c9-a847-4815-9423-b1390fbbcbbc,
2024-05-21 02:55:00.000,,89ae2b00-be48-42c0-bc11-b596b40b2aaf.hr_rri.json,2024-05-21 10:45:15.254,2024-05-21 10:45:15.254,89ae2b00-be48-42c0-bc11-b596b40b2aaf.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-21 10:28:00.000,89ae2b00-be48-42c0-bc11-b596b40b2aaf,
2024-05-22 02:58:00.000,,38411773-1b49-4131-9dae-4a192250d088.hr_rri.json,2024-05-22 10:42:02.183,2024-05-22 10:42:02.183,38411773-1b49-4131-9dae-4a192250d088.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-22 10:37:00.000,38411773-1b49-4131-9dae-4a192250d088,
2024-05-23 02:13:00.000,,a55f996e-cdf5-4a8c-a3e5-3b4622df84ae.hr_rri.json,2024-05-23 10:40:51.915,2024-05-23 10:40:51.915,a55f996e-cdf5-4a8c-a3e5-3b4622df84ae.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-23 10:40:00.000,a55f996e-cdf5-4a8c-a3e5-3b4622df84ae,
2024-05-24 02:58:00.000,,dcbcfee0-c055-49e3-82cf-e8499fef3508.hr_rri.json,2024-05-24 08:33:24.971,2024-05-24 08:33:24.971,dcbcfee0-c055-49e3-82cf-e8499fef3508.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-24 08:06:00.000,dcbcfee0-c055-49e3-82cf-e8499fef3508,
2024-05-24 08:34:00.000,,69774afd-0030-44a4-9323-0542978baa2f.hr_rri.json,2024-05-24 12:42:19.017,2024-05-24 12:42:19.017,69774afd-0030-44a4-9323-0542978baa2f.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-24 10:09:00.000,69774afd-0030-44a4-9323-0542978baa2f,
2024-05-25 03:30:00.000,,e3a40173-27ed-4f1e-9b3e-eb891fff5d66.hr_rri.json,2024-05-25 10:35:00.138,2024-05-25 10:35:00.138,e3a40173-27ed-4f1e-9b3e-eb891fff5d66.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-25 10:09:00.000,e3a40173-27ed-4f1e-9b3e-eb891fff5d66,
2024-05-26 03:25:00.000,,9050d14c-e45e-470b-857b-38c759daa55c.hr_rri.json,2024-05-26 11:04:02.497,2024-05-26 11:04:02.497,9050d14c-e45e-470b-857b-38c759daa55c.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-26 11:03:00.000,9050d14c-e45e-470b-857b-38c759daa55c,
2024-05-27 03:03:00.000,,86692369-09a7-4e58-ba13-6a8434d3f060.hr_rri.json,2024-05-27 13:37:50.000,2024-05-27 13:37:50.000,86692369-09a7-4e58-ba13-6a8434d3f060.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-27 13:28:00.000,86692369-09a7-4e58-ba13-6a8434d3f060,
2024-05-28 04:04:00.000,,518b65a8-fefb-4ed1-852f-0a1bae84740b.hr_rri.json,2024-05-28 09:58:01.772,2024-05-28 09:58:01.772,518b65a8-fefb-4ed1-852f-0a1bae84740b.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-28 09:57:00.000,518b65a8-fefb-4ed1-852f-0a1bae84740b,
2024-05-29 02:43:00.000,,84df3aac-f49a-43e5-8398-d57d9c5b4f6b.hr_rri.json,2024-05-29 10:43:59.634,2024-05-29 10:43:59.634,84df3aac-f49a-43e5-8398-d57d9c5b4f6b.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-29 10:13:00.000,84df3aac-f49a-43e5-8398-d57d9c5b4f6b,
2024-05-30 03:08:00.000,,2965c62b-db5f-4e1b-8018-d5407bc72298.hr_rri.json,2024-05-30 10:41:12.181,2024-05-30 10:41:12.181,2965c62b-db5f-4e1b-8018-d5407bc72298.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-30 10:16:00.000,2965c62b-db5f-4e1b-8018-d5407bc72298,
2024-05-31 03:28:00.000,,44d30498-c1e3-4c5d-ad07-98e839845aee.hr_rri.json,2024-05-31 13:02:55.629,2024-05-31 13:02:55.629,44d30498-c1e3-4c5d-ad07-98e839845aee.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-05-31 13:02:00.000,44d30498-c1e3-4c5d-ad07-98e839845aee,
2024-06-01 04:13:00.000,,5e1f89b4-db97-48df-b02e-4b4b7c153491.hr_rri.json,2024-06-01 11:42:39.537,2024-06-01 11:42:39.537,5e1f89b4-db97-48df-b02e-4b4b7c153491.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-01 11:42:00.000,5e1f89b4-db97-48df-b02e-4b4b7c153491,
2024-06-02 03:37:00.000,,98add710-82e5-4edc-8bee-f1c9689f866f.hr_rri.json,2024-06-02 12:57:42.421,2024-06-02 12:57:42.421,98add710-82e5-4edc-8bee-f1c9689f866f.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-02 12:30:00.000,98add710-82e5-4edc-8bee-f1c9689f866f,
2024-06-03 03:29:00.000,,9e5c4b52-8d92-4b2a-a53c-4fa46648d8e7.hr_rri.json,2024-06-03 10:35:23.934,2024-06-03 10:35:23.934,9e5c4b52-8d92-4b2a-a53c-4fa46648d8e7.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-03 10:21:00.000,9e5c4b52-8d92-4b2a-a53c-4fa46648d8e7,
2024-06-04 03:52:00.000,,e4db2802-91af-4545-8449-4c4fa6d7f75d.hr_rri.json,2024-06-04 10:20:08.019,2024-06-04 10:20:08.019,e4db2802-91af-4545-8449-4c4fa6d7f75d.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-04 10:20:00.000,e4db2802-91af-4545-8449-4c4fa6d7f75d,
2024-06-05 03:13:00.000,,c9ab6b1c-a34f-4016-9f97-94702a02c814.hr_rri.json,2024-06-05 10:30:15.222,2024-06-05 10:30:15.222,c9ab6b1c-a34f-4016-9f97-94702a02c814.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-05 10:12:00.000,c9ab6b1c-a34f-4016-9f97-94702a02c814,
2024-06-06 03:40:00.000,,ee4c0d6b-2eab-4a79-a262-ae62f3d9c8e9.hr_rri.json,2024-06-06 10:34:00.215,2024-06-06 10:34:00.215,ee4c0d6b-2eab-4a79-a262-ae62f3d9c8e9.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-06 10:26:00.000,ee4c0d6b-2eab-4a79-a262-ae62f3d9c8e9,
2024-06-07 03:53:00.000,,1634b23d-1ed9-4814-8c97-d980ec1b509c.hr_rri.json,2024-06-07 10:19:46.801,2024-06-07 10:19:46.801,1634b23d-1ed9-4814-8c97-d980ec1b509c.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-07 10:14:00.000,1634b23d-1ed9-4814-8c97-d980ec1b509c,
2024-06-08 04:13:00.000,,8af5ead8-01aa-4995-bc92-1457b5fac27e.hr_rri.json,2024-06-08 10:43:00.957,2024-06-08 10:43:00.957,8af5ead8-01aa-4995-bc92-1457b5fac27e.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-08 10:33:00.000,8af5ead8-01aa-4995-bc92-1457b5fac27e,
2024-06-09 03:09:00.000,,9038cdcb-79f2-4b72-9acc-12c901755a88.hr_rri.json,2024-06-09 12:29:00.203,2024-06-09 12:29:00.203,9038cdcb-79f2-4b72-9acc-12c901755a88.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-09 12:28:00.000,9038cdcb-79f2-4b72-9acc-12c901755a88,
2024-06-10 03:58:00.000,,a4b98784-1567-498f-a997-2fdbc5e8115c.hr_rri.json,2024-06-10 10:24:43.000,2024-06-10 10:24:43.000,a4b98784-1567-498f-a997-2fdbc5e8115c.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-10 10:24:00.000,a4b98784-1567-498f-a997-2fdbc5e8115c,
2024-06-11 03:45:00.000,,62866f19-ab17-4433-9122-db79d9688093.hr_rri.json,2024-06-11 10:38:16.565,2024-06-11 10:38:16.565,62866f19-ab17-4433-9122-db79d9688093.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-11 10:37:00.000,62866f19-ab17-4433-9122-db79d9688093,
2024-06-12 04:03:00.000,,01b21fe7-993c-4eb9-8fe8-85224d05ee69.hr_rri.json,2024-06-12 10:51:37.517,2024-06-12 10:51:37.517,01b21fe7-993c-4eb9-8fe8-85224d05ee69.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-12 10:40:00.000,01b21fe7-993c-4eb9-8fe8-85224d05ee69,
2024-06-13 04:29:00.000,,ceb331b6-d651-4f07-a930-7f2d584e634a.hr_rri.json,2024-06-13 13:17:54.837,2024-06-13 13:17:54.837,ceb331b6-d651-4f07-a930-7f2d584e634a.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-13 13:17:00.000,ceb331b6-d651-4f07-a930-7f2d584e634a,
2024-06-14 04:00:00.000,,9da7ace5-4cb3-468a-b9f6-bb8c50805888.hr_rri.json,2024-06-14 06:07:47.040,2024-06-14 06:07:47.040,9da7ace5-4cb3-468a-b9f6-bb8c50805888.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-14 05:42:00.000,9da7ace5-4cb3-468a-b9f6-bb8c50805888,
2024-06-14 06:11:00.000,,74bfe2e6-e9ec-48f2-8736-c45219ca7baa.hr_rri.json,2024-06-14 10:54:27.593,2024-06-14 10:54:27.593,74bfe2e6-e9ec-48f2-8736-c45219ca7baa.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-14 10:29:00.000,74bfe2e6-e9ec-48f2-8736-c45219ca7baa,
2024-06-15 04:25:00.000,,3b2b54e6-661e-430b-b8bb-fd0ea4e0cd19.hr_rri.json,2024-06-15 12:34:45.102,2024-06-15 12:34:45.102,3b2b54e6-661e-430b-b8bb-fd0ea4e0cd19.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-15 12:34:00.000,3b2b54e6-661e-430b-b8bb-fd0ea4e0cd19,
2024-06-17 06:07:00.000,,9d86c46a-67aa-4e77-b4c9-2cf57c8c7704.hr_rri.json,2024-06-17 14:17:11.233,2024-06-17 14:17:11.233,9d86c46a-67aa-4e77-b4c9-2cf57c8c7704.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-17 13:58:00.000,9d86c46a-67aa-4e77-b4c9-2cf57c8c7704,
2024-06-19 06:21:00.000,,41dab1ec-007f-4b10-8304-705b9ce75046.hr_rri.json,2024-06-19 15:30:05.125,2024-06-19 15:30:05.125,41dab1ec-007f-4b10-8304-705b9ce75046.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-19 15:05:00.000,41dab1ec-007f-4b10-8304-705b9ce75046,
2024-06-20 06:37:00.000,,5a2abfd7-d6ca-42b5-9293-3484ad39a6c1.hr_rri.json,2024-06-20 14:29:18.463,2024-06-20 14:29:18.463,5a2abfd7-d6ca-42b5-9293-3484ad39a6c1.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-20 10:51:00.000,5a2abfd7-d6ca-42b5-9293-3484ad39a6c1,
2024-06-21 04:41:00.000,,ebc8a6c8-a830-405f-a394-81a29dd5973e.hr_rri.json,2024-06-21 11:44:42.297,2024-06-21 11:44:42.297,ebc8a6c8-a830-405f-a394-81a29dd5973e.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-21 11:19:00.000,ebc8a6c8-a830-405f-a394-81a29dd5973e,
2024-06-22 05:36:00.000,,c13deafa-c093-47a0-a31b-ba9c5449259a.hr_rri.json,2024-06-22 10:05:14.017,2024-06-22 10:05:14.017,c13deafa-c093-47a0-a31b-ba9c5449259a.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-22 10:05:00.000,c13deafa-c093-47a0-a31b-ba9c5449259a,
2024-06-22 12:47:00.000,,4e893aa1-81a4-4b86-b3fe-c8c82a4cc63f.hr_rri.json,2024-06-22 16:33:49.724,2024-06-22 16:33:49.724,4e893aa1-81a4-4b86-b3fe-c8c82a4cc63f.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-22 16:33:00.000,4e893aa1-81a4-4b86-b3fe-c8c82a4cc63f,
2024-06-24 04:25:00.000,,6d145fab-b239-4534-9080-833971037881.hr_rri.json,2024-06-24 15:03:41.511,2024-06-24 15:03:41.511,6d145fab-b239-4534-9080-833971037881.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-24 14:33:00.000,6d145fab-b239-4534-9080-833971037881,
2024-06-25 03:37:00.000,,ddbd2e8f-4112-476f-82c9-0d88cc57fe6c.hr_rri.json,2024-06-25 10:03:54.455,2024-06-25 10:03:54.455,ddbd2e8f-4112-476f-82c9-0d88cc57fe6c.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-25 10:03:00.000,ddbd2e8f-4112-476f-82c9-0d88cc57fe6c,
2024-06-26 04:39:00.000,,045b5022-98bd-4c27-b3a4-28f9bc6fadde.hr_rri.json,2024-06-26 14:49:40.107,2024-06-26 14:49:40.107,045b5022-98bd-4c27-b3a4-28f9bc6fadde.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-26 14:19:00.000,045b5022-98bd-4c27-b3a4-28f9bc6fadde,
2024-06-27 05:10:00.000,,8fa5a693-50ec-4259-8f65-5032e35bca07.hr_rri.json,2024-06-27 11:26:49.205,2024-06-27 11:26:49.205,8fa5a693-50ec-4259-8f65-5032e35bca07.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-27 11:26:00.000,8fa5a693-50ec-4259-8f65-5032e35bca07,
2024-06-28 05:26:00.000,,a1655a96-05e1-4a1a-8a2a-62c6edc3d64c.hr_rri.json,2024-06-28 14:37:45.195,2024-06-28 14:37:45.195,a1655a96-05e1-4a1a-8a2a-62c6edc3d64c.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-28 14:11:00.000,a1655a96-05e1-4a1a-8a2a-62c6edc3d64c,
2024-06-29 05:38:00.000,,13eca2ad-8c92-4613-93ab-843e6c832f1e.hr_rri.json,2024-06-29 15:54:15.337,2024-06-29 15:54:15.337,13eca2ad-8c92-4613-93ab-843e6c832f1e.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-29 15:54:00.000,13eca2ad-8c92-4613-93ab-843e6c832f1e,
2024-06-30 06:20:00.000,,d83be361-f7e6-447b-aa68-e1c3a2df2e5b.hr_rri.json,2024-06-30 16:16:30.151,2024-06-30 16:16:30.151,d83be361-f7e6-447b-aa68-e1c3a2df2e5b.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-06-30 15:55:00.000,d83be361-f7e6-447b-aa68-e1c3a2df2e5b,
2024-07-01 05:59:00.000,,1b769c7c-d8a9-4c3f-b314-45d4b92c7801.hr_rri.json,2024-07-01 15:39:40.773,2024-07-01 15:39:40.773,1b769c7c-d8a9-4c3f-b314-45d4b92c7801.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-07-01 15:09:00.000,1b769c7c-d8a9-4c3f-b314-45d4b92c7801,
2024-07-02 08:17:00.000,,3d7032d2-ed4c-4b03-bbe0-4ffb1e8cd636.hr_rri.json,2024-07-02 13:42:32.786,2024-07-02 13:42:32.786,3d7032d2-ed4c-4b03-bbe0-4ffb1e8cd636.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-07-02 13:27:00.000,3d7032d2-ed4c-4b03-bbe0-4ffb1e8cd636,
2024-07-03 03:55:00.000,,0d7af713-5e94-48b2-9bad-ba20fb06e7f4.hr_rri.json,2024-07-03 14:59:29.302,2024-07-03 14:59:29.302,0d7af713-5e94-48b2-9bad-ba20fb06e7f4.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-07-03 14:59:00.000,0d7af713-5e94-48b2-9bad-ba20fb06e7f4,
2024-07-04 04:48:00.000,,78ef7de9-0a3a-4b29-9339-a078974881e6.hr_rri.json,2024-07-04 08:42:23.401,2024-07-04 08:42:23.401,78ef7de9-0a3a-4b29-9339-a078974881e6.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-07-04 08:42:00.000,78ef7de9-0a3a-4b29-9339-a078974881e6,
2024-07-04 08:44:00.000,,c6ac00c4-039f-414a-96b1-39c0d9924618.hr_rri.json,2024-07-04 12:45:18.937,2024-07-04 12:45:18.937,c6ac00c4-039f-414a-96b1-39c0d9924618.temperature.json,UTC-0400,KccLfCO56W,com.sec.android.app.shealth,,2024-07-04 12:20:00.000,c6ac00c4-039f-414a-96b1-39c0d9924618,
