"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.473091241E2,3.621615251E1,-8.168385682E1,9.769103097E2,9.446791992E2,1.720000029E0,3.177000122E2,5.948994787E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.483090483E2,3.621616596E1,-8.168386961E1,9.768397441E2,9.446086426E2,1.840000033E0,3.232999878E2,5.966553090E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.493095719E2,3.621617883E1,-8.168388095E1,9.769249412E2,9.446938477E2,1.779999971E0,3.230000000E2,5.984646726E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.503096002E2,3.621619222E1,-8.168389241E1,9.769190738E2,9.446879883E2,1.799999952E0,3.215000000E2,6.001998026E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.513090585E2,3.621620489E1,-8.168390370E1,9.770185532E2,9.447874756E2,1.710000038E0,3.213999939E2,6.018780360E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.523090886E2,3.621621743E1,-8.168391411E1,9.769698398E2,9.447387695E2,1.750000000E0,3.237000122E2,6.035775173E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.533090730E2,3.621622960E1,-8.168392557E1,9.771365798E2,9.449055176E2,1.759999990E0,3.240000000E2,6.051135513E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.543090308E2,3.621624113E1,-8.168393500E1,9.773414072E2,9.451103516E2,1.590000033E0,3.283999939E2,6.067478151E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.553095603E2,3.621625370E1,-8.168394444E1,9.774674992E2,9.452364502E2,1.740000010E0,3.292999878E2,6.083774481E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.563092211E2,3.621626627E1,-8.168395378E1,9.775865112E2,9.453554688E2,1.750000000E0,3.278999939E2,6.101053633E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.573091349E2,3.621627959E1,-8.168396370E1,9.779444144E2,9.457133789E2,1.789999962E0,3.262000122E2,6.117097535E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.583088389E2,3.621629167E1,-8.168397348E1,9.782069808E2,9.459759521E2,1.690000057E0,3.256000061E2,6.132971242E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.593094791E2,3.621630319E1,-8.168398393E1,9.781841464E2,9.459531250E2,1.690000057E0,3.238999939E2,6.149559128E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.603093031E2,3.621631482E1,-8.168399551E1,9.782387037E2,9.460076904E2,1.659999967E0,3.221000061E2,6.167083779E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.613091862E2,3.621632832E1,-8.168400559E1,9.781125980E2,9.458815918E2,1.700000048E0,3.282000122E2,6.185382398E-1,3.790092468E0,2.500000000E0,2.800000000E1
3.623090228E2,3.621634236E1,-8.168401623E1,9.782948415E2,9.460638428E2,1.659999967E0,3.242999878E2,6.197099596E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.633094983E2,3.621635062E1,-8.168402434E1,9.782505243E2,9.460195312E2,9.900000095E-1,3.185000000E2,6.212978491E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.643094213E2,3.621636142E1,-8.168403592E1,9.784997837E2,9.462687988E2,1.600000024E0,3.217999878E2,6.227849953E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.653090515E2,3.621637099E1,-8.168404750E1,9.788955276E2,9.466645508E2,1.509999990E0,3.141000061E2,6.244332174E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.663088104E2,3.621638135E1,-8.168406064E1,9.789462996E2,9.467153320E2,1.629999995E0,3.147999878E2,6.261252775E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.673090500E2,3.621639309E1,-8.168407264E1,9.790063497E2,9.467753906E2,1.629999995E0,3.183999939E2,6.279783731E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.683087967E2,3.621640617E1,-8.168408544E1,9.789743583E2,9.467434082E2,1.639999986E0,3.181000061E2,6.298776689E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.693094367E2,3.621641955E1,-8.168409860E1,9.790796958E2,9.468487549E2,1.649999976E0,3.210000000E2,6.316912401E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.703089841E2,3.621643184E1,-8.168411189E1,9.792145742E2,9.469836426E2,1.730000019E0,3.245000000E2,6.334491992E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.713088110E2,3.621644333E1,-8.168412535E1,9.792035784E2,9.469726562E2,1.639999986E0,3.223999939E2,6.351777957E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.723093964E2,3.621645467E1,-8.168413853E1,9.792116258E2,9.469807129E2,1.720000029E0,3.197999878E2,6.369793709E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.733088289E2,3.621646627E1,-8.168415255E1,9.791858591E2,9.469549561E2,1.750000000E0,3.167999878E2,6.387176592E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.743089625E2,3.621647673E1,-8.168416695E1,9.790031097E2,9.467722168E2,1.710000038E0,3.138999939E2,6.404585035E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.753095569E2,3.621648695E1,-8.168418165E1,9.790798816E2,9.468489990E2,1.710000038E0,3.167000122E2,6.421391867E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.763094851E2,3.621649823E1,-8.168419412E1,9.793393943E2,9.471085205E2,1.610000014E0,3.210000000E2,6.437647808E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.773093131E2,3.621651221E1,-8.168419942E1,9.792639512E2,9.470330811E2,1.649999976E0,3.421000061E2,6.453639568E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.783091695E2,3.621652658E1,-8.168420014E1,9.794562115E2,9.472253418E2,1.639999986E0,3.547999878E2,6.470832444E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.793089459E2,3.621654187E1,-8.168419729E1,9.795616824E2,9.473308105E2,1.669999957E0,3.595000000E2,6.487931768E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.803097770E2,3.621655707E1,-8.168420018E1,9.794435163E2,9.472126465E2,1.710000038E0,3.408999939E2,6.505307696E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.813087690E2,3.621656843E1,-8.168421348E1,9.795243175E2,9.472934570E2,1.789999962E0,3.126000061E2,6.524235245E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.823095289E2,3.621657471E1,-8.168423309E1,9.796549189E2,9.474240723E2,1.779999971E0,2.947000122E2,6.543327370E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.833089948E2,3.621657838E1,-8.168425388E1,9.797669648E2,9.475361328E2,1.779999971E0,2.877999878E2,6.562631208E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.843093153E2,3.621658121E1,-8.168427511E1,9.796989567E2,9.474681396E2,1.820000052E0,2.838999939E2,6.581983623E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.853091384E2,3.621658179E1,-8.168429667E1,9.796863682E2,9.474555664E2,1.759999990E0,2.837000122E2,6.600292133E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.863087632E2,3.621658408E1,-8.168431688E1,9.797272475E2,9.474964600E2,1.769999981E0,2.861000061E2,6.618563561E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.873094988E2,3.621658636E1,-8.168433705E1,9.799248650E2,9.476940918E2,1.740000010E0,2.795000000E2,6.635809918E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.883093295E2,3.621658856E1,-8.168435608E1,9.799744121E2,9.477436523E2,1.720000029E0,2.792999878E2,6.653523378E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.893088145E2,3.621659042E1,-8.168437569E1,9.801643397E2,9.479335938E2,1.710000038E0,2.802000122E2,6.670635972E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.903094692E2,3.621659288E1,-8.168439452E1,9.802700393E2,9.480393066E2,1.679999948E0,2.813999939E2,6.687773637E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.913092866E2,3.621659557E1,-8.168441333E1,9.802817448E2,9.480510254E2,1.679999948E0,2.818999939E2,6.704364866E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.923093737E2,3.621659903E1,-8.168443132E1,9.803992858E2,9.481685791E2,1.649999976E0,2.827999878E2,6.720644823E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.933091609E2,3.621660263E1,-8.168444891E1,9.803305478E2,9.480998535E2,1.629999995E0,2.840000000E2,6.738366849E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.943089045E2,3.621660638E1,-8.168446811E1,9.804688399E2,9.482381592E2,1.740000010E0,2.848999939E2,6.756166237E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.953090439E2,3.621660981E1,-8.168448749E1,9.805232695E2,9.482926025E2,1.690000057E0,2.822999878E2,6.772155977E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.963088289E2,3.621661289E1,-8.168450490E1,9.805211821E2,9.482905273E2,1.549999952E0,2.833999939E2,6.789363968E-1,3.790092468E0,2.500000000E0,3.000000000E1
3.973095742E2,3.621661745E1,-8.168452323E1,9.804542746E2,9.482236328E2,1.629999995E0,2.873999939E2,6.805512570E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.983093378E2,3.621662283E1,-8.168453995E1,9.802756739E2,9.480450439E2,1.620000005E0,2.922999878E2,6.822690141E-1,3.790092468E0,2.500000000E0,2.900000000E1
3.993091834E2,3.621662787E1,-8.168455805E1,9.802198750E2,9.479892578E2,1.639999986E0,2.886000061E2,6.840192351E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.003088848E2,3.621663233E1,-8.168457676E1,9.801582163E2,9.479276123E2,1.620000005E0,2.862000122E2,6.857221272E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.013096339E2,3.621663657E1,-8.168459500E1,9.798232425E2,9.475926514E2,1.629999995E0,2.872999878E2,6.874974525E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.023093130E2,3.621664138E1,-8.168461387E1,9.800107292E2,9.477801514E2,1.720000029E0,2.892000122E2,6.892691161E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.033090842E2,3.621664965E1,-8.168463075E1,9.799720210E2,9.477414551E2,1.610000014E0,3.013999939E2,6.909563837E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.043088505E2,3.621666126E1,-8.168464286E1,9.802391024E2,9.480085449E2,1.700000048E0,3.120000000E2,6.926632451E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.053095180E2,3.621667293E1,-8.168465522E1,9.803826484E2,9.481520996E2,1.750000000E0,3.103999939E2,6.944101435E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.063093602E2,3.621668368E1,-8.168466942E1,9.806056609E2,9.483751221E2,1.759999990E0,3.097000122E2,6.961689830E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.073088610E2,3.621669351E1,-8.168468478E1,9.808561384E2,9.486256104E2,1.720000029E0,3.092000122E2,6.978162483E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.083088297E2,3.621670299E1,-8.168469889E1,9.810410650E2,9.488105469E2,1.679999948E0,3.092000122E2,6.994774540E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.093087873E2,3.621671095E1,-8.168471456E1,9.811833879E2,9.489528809E2,1.600000024E0,3.038999939E2,7.010186621E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.103095630E2,3.621671945E1,-8.168472813E1,9.813887007E2,9.491582031E2,1.549999952E0,3.073999939E2,7.026631557E-1,3.790092468E0,2.500000000E0,3.000000000E1
4.113089529E2,3.621673063E1,-8.168474013E1,9.815799764E2,9.493494873E2,1.529999971E0,3.173999939E2,7.044675289E-1,3.790092468E0,2.500000000E0,2.900000000E1
4.123096556E2,3.621674421E1,-8.168475114E1,9.812812627E2,9.490507812E2,1.529999971E0,3.217000122E2,7.062627131E-1,3.790092468E0,2.500000000E0,2.800000000E1
4.133096568E2,3.621676007E1,-8.168475488E1,9.811906839E2,9.489602051E2,1.549999952E0,3.470000000E2,7.078193135E-1,3.790092468E0,2.500000000E0,2.800000000E1
4.143088274E2,3.621677405E1,-8.168475398E1,9.794589952E2,9.472285156E2,1.370000005E0,4.400000095E0,7.092066843E-1,3.790092468E0,2.500000000E0,2.700000000E1
4.153091848E2,3.621678648E1,-8.168475532E1,9.781303811E2,9.458999023E2,1.259999990E0,3.550000000E2,7.108499749E-1,3.790092468E0,2.500000000E0,2.600000000E1
4.163088169E2,3.621679914E1,-8.168476477E1,9.772180209E2,9.449875488E2,1.610000014E0,3.310000000E2,7.123828955E-1,3.790092468E0,2.500000000E0,2.500000000E1
4.173093981E2,3.621680830E1,-8.168477754E1,9.774510442E2,9.452205811E2,1.419999957E0,3.178999939E2,7.138420692E-1,3.790092468E0,2.500000000E0,2.500000000E1
4.183096934E2,3.621681922E1,-8.168478656E1,9.773754764E2,9.451450195E2,1.440000057E0,3.271000061E2,7.152672587E-1,3.790092468E0,2.500000000E0,2.400000000E1
4.193090005E2,3.621682910E1,-8.168479668E1,9.773559380E2,9.451254883E2,1.360000014E0,3.222000122E2,7.166660372E-1,3.790092468E0,2.500000000E0,2.300000000E1
4.203097357E2,3.621683781E1,-8.168480793E1,9.773649633E2,9.451345215E2,1.330000043E0,3.167000122E2,7.180681686E-1,3.790092468E0,2.500000000E0,2.100000000E1
4.213091378E2,3.621684559E1,-8.168482023E1,9.772548473E2,9.450244141E2,1.350000024E0,3.120000000E2,7.194863511E-1,3.790092468E0,2.500000000E0,2.000000000E1
4.223095198E2,3.621685475E1,-8.168483123E1,9.767377497E2,9.445073242E2,1.389999986E0,3.191000061E2,7.209019083E-1,3.790092468E0,2.500000000E0,2.000000000E1
4.233090222E2,3.621686583E1,-8.168483900E1,9.763747072E2,9.441442871E2,1.370000005E0,3.286000061E2,7.224262546E-1,3.790092468E0,2.500000000E0,2.100000000E1
4.243094298E2,3.621687873E1,-8.168484475E1,9.758444297E2,9.436140137E2,1.490000010E0,3.340000000E2,7.236508841E-1,3.790092468E0,2.500000000E0,2.100000000E1
4.253089451E2,3.621688667E1,-8.168485421E1,9.752592180E2,9.430288086E2,1.309999943E0,3.157999878E2,7.241933214E-1,3.790092468E0,2.500000000E0,2.100000000E1
4.263092895E2,3.621688946E1,-8.168485917E1,9.752465192E2,9.430161133E2,7.300000191E-1,3.157999878E2,7.247630491E-1,3.790092468E0,2.500000000E0,1.900000000E1
4.273089145E2,3.621689412E1,-8.168486181E1,9.750263025E2,9.427958984E2,8.999999762E-1,3.166000061E2,7.255593428E-1,3.790092468E0,2.518796444E0,1.800000000E1
4.283093340E2,3.621690107E1,-8.168486395E1,9.751691233E2,9.429387207E2,8.999999762E-1,3.277999878E2,7.259953935E-1,3.790092468E0,3.102312803E0,1.700000000E1
4.293096480E2,3.621690432E1,-8.168486123E1,9.752589690E2,9.430285645E2,8.899999857E-1,3.281000061E2,7.267238821E-1,4.147195339E0,3.459715128E0,1.700000000E1
4.303093031E2,3.621691086E1,-8.168486171E1,9.755034756E2,9.432730713E2,8.199999928E-1,3.378999939E2,7.284093632E-1,4.721562862E0,3.814558506E0,2.000000000E1
4.313092224E2,3.621692272E1,-8.168485001E1,9.754743091E2,9.432438965E2,1.360000014E0,1.879999924E1,7.298228633E-1,5.193126202E0,4.221166134E0,1.900000000E1
4.323096856E2,3.621693247E1,-8.168483990E1,9.755921142E2,9.433616943E2,1.129999995E0,2.289999962E1,7.311449572E-1,5.408787727E0,4.638861656E0,2.000000000E1
4.333094155E2,3.621694191E1,-8.168483094E1,9.755700258E2,9.433395996E2,1.129999995E0,2.270000076E1,7.323792394E-1,6.332799911E0,5.592807293E0,1.900000000E1
4.343089481E2,3.621695067E1,-8.168482249E1,9.755690553E2,9.433386230E2,1.120000005E0,2.960000038E1,7.336488972E-1,8.243263245E0,5.775611401E0,1.800000000E1
4.353088141E2,3.621695927E1,-8.168481318E1,9.754711615E2,9.432407227E2,1.149999976E0,3.300000000E1,7.348243414E-1,9.659589767E0,5.816632748E0,1.700000000E1
4.363095116E2,3.621696686E1,-8.168480406E1,9.754662852E2,9.432358398E2,1.149999976E0,3.759999847E1,7.358898169E-1,1.133029366E1,5.899354935E0,1.600000000E1
4.373093703E2,3.621697410E1,-8.168479628E1,9.755158513E2,9.432854004E2,1.100000024E0,4.029999924E1,7.369072576E-1,1.312710762E1,5.999526024E0,1.300000000E1
4.383090823E2,3.621697636E1,-8.168478529E1,9.755041403E2,9.432736816E2,9.499999881E-1,5.059999847E1,7.381411689E-1,1.495447350E1,6.079296112E0,7.000000000E0
4.393095417E2,3.621697608E1,-8.168477154E1,9.755024411E2,9.432719727E2,1.090000033E0,6.430000305E1,7.397734340E-1,1.580189323E1,6.177766800E0,7.000000000E0
4.403090744E2,3.621697405E1,-8.168475352E1,9.754487429E2,9.432182617E2,1.159999967E0,7.290000153E1,7.408392853E-1,1.639589691E1,6.264637470E0,7.000000000E0
4.413090436E2,3.621698040E1,-8.168474462E1,9.756728703E2,9.434423828E2,1.259999990E0,6.340000153E1,7.417199614E-1,1.620445442E1,6.337936401E0,7.000000000E0
4.423097189E2,3.621698764E1,-8.168474860E1,9.758025062E2,9.435720215E2,0.000000000E0,NaN,7.431923309E-1,1.743083382E1,6.909848690E0,7.000000000E0
4.433096956E2,3.621697525E1,-8.168474281E1,9.757815141E2,9.435510254E2,6.700000167E-1,6.340000153E1,7.449734157E-1,1.380048180E1,6.217205048E0,7.000000000E0
4.443088330E2,3.621696094E1,-8.168473389E1,9.757868914E2,9.435563965E2,1.000000000E0,1.465000000E2,7.459314601E-1,1.309862804E1,5.951927662E0,1.500000000E1
4.453097761E2,3.621695270E1,-8.168473077E1,9.758188760E2,9.435883789E2,0.000000000E0,NaN,7.466380440E-1,1.430598068E1,6.403120041E0,1.500000000E1
4.463094115E2,3.621694872E1,-8.168472463E1,9.758764975E2,9.436459961E2,6.600000262E-1,1.468999939E2,7.476397604E-1,1.252117443E1,5.532154083E0,1.600000000E1
4.473092701E2,3.621694767E1,-8.168471354E1,9.758823647E2,9.436518555E2,9.599999785E-1,7.619999695E1,7.481339081E-1,1.218669224E1,5.342682838E0,1.600000000E1
4.483093789E2,3.621694347E1,-8.168471174E1,9.757407644E2,9.435102539E2,0.000000000E0,NaN,7.492095903E-1,1.309052944E1,5.689919472E0,1.400000000E1
4.493089679E2,3.621693683E1,-8.168470302E1,9.758093740E2,9.435788574E2,2.019999981E0,8.150000000E1,7.503783101E-1,1.348063755E1,5.762910366E0,1.300000000E1
4.503091792E2,3.621693856E1,-8.168469017E1,9.769327962E2,9.447022705E2,1.580000043E0,7.719999695E1,7.514054916E-1,1.496136761E1,1.005125809E1,6.000000000E0
4.513090246E2,3.621693620E1,-8.168467910E1,9.771038245E2,9.448732910E2,1.559999943E0,7.680000305E1,7.525808634E-1,1.671180916E1,1.312617397E1,7.000000000E0
4.523089639E2,3.621693559E1,-8.168466602E1,9.775261970E2,9.452956543E2,1.549999952E0,7.780000305E1,7.551264884E-1,1.911353493E1,1.677867508E1,8.000000000E0
4.533097914E2,3.621695839E1,-8.168466346E1,9.820773465E2,9.498468018E2,1.789999962E0,5.479999924E1,7.564441878E-1,2.037066269E1,1.968910980E1,6.000000000E0
4.543092550E2,3.621696942E1,-8.168465809E1,9.847317693E2,9.525012207E2,1.519999981E0,5.579999924E1,7.579133814E-1,1.630206680E1,2.247671318E1,8.000000000E0
4.553092352E2,3.621698262E1,-8.168465881E1,9.778142884E2,9.455837402E2,1.419999957E0,5.779999924E1,7.591882774E-1,1.602239227E1,1.070260429E1,9.000000000E0
4.563094003E2,3.621699369E1,-8.168465511E1,9.778013516E2,9.455708008E2,1.399999976E0,5.590000153E1,7.597544439E-1,1.675503922E1,1.072612286E1,1.000000000E1
4.573094538E2,3.621699848E1,-8.168465725E1,9.778582349E2,9.456276855E2,0.000000000E0,NaN,7.625744243E-1,1.789487839E1,1.105293274E1,9.000000000E0
4.583090940E2,3.621701846E1,-8.168467661E1,9.782564147E2,9.460258789E2,1.639999986E0,3.145000000E2,7.640338349E-1,1.678350639E1,1.077771282E1,7.000000000E0
4.593094769E2,3.621702905E1,-8.168468622E1,9.782886345E2,9.460581055E2,NaN,NaN,7.657806785E-1,1.822673607E1,1.086452007E1,8.000000000E0
4.603092756E2,3.621704425E1,-8.168469114E1,9.778508870E2,9.456203613E2,1.450000048E0,3.498999939E2,7.978553368E-1,1.796049309E1,9.982776642E0,6.000000000E0
4.613095173E2,3.621694230E1,-8.168502560E1,9.659535552E2,9.337232666E2,2.980000019E0,2.870000000E2,7.987611590E-1,1.688287735E1,1.082878017E1,6.000000000E0
4.623092952E2,3.621693617E1,-8.168501895E1,9.667854691E2,9.345551758E2,1.549999952E0,2.943999939E2,7.994888346E-1,1.821403694E1,1.197325993E1,7.000000000E0
4.633092829E2,3.621693311E1,-8.168501178E1,9.671105474E2,9.348802490E2,0.000000000E0,NaN,NaN,1.899048424E1,1.210630417E1,7.000000000E0
